JAC 2019	Carbon dioxide	Oxalic acid	Acetaldehyde	Ethanol	Acetone	"2,3-Epoxybutane"	Cyclopentane	"Propanal, 2-methyl-"	"Butanal, 3-hydroxy-"	Ethylenediamine	1-Propanol	"Formic acid, ethenyl ester"	"1,2,4-Butanetriol"	Acetohydroxamic acid	"Carbamic acid, methyl ester"	"Silanol, trimethyl-"	2-Butanone	"2-Butanol, (R)-"	"1,3-Butanediol"	"Ethanamine, 2,2'-oxybis-"	Tetrahydrofuran	"Propanoic acid, chloro-2-hydroxy-"	"1-Propanol, 2-methyl-"	"Disiloxane, hexamethyl-"	2-Dimethyl(trimethylsilyl)silyloxytetradecane	Pentane	"Butanal, 3-methyl-"	"Butanal, 2-methyl-"	1-Butanol	"1-Propanol, 2-amino-, (±)-"	"2-Butanone, 3-methyl-"	2-Pentanone	Cyclopentanol	Pentanal	"2,3-Pentanedione"	"Butanoic acid, 3-hydroxy-"	Cystine	(-)-Norephedrine	"Butanoic acid, methyl ester"	"2-Propanol, 1,3-dichloro-"	Acetic acid	"Disulfide, dimethyl"	Methyl Isobutyl Ketone	"1-Butanol, 3-methyl-"	"1-Butanol, 3-methyl-, formate"	"Pentanoic acid, 4-methyl-"	Toluene	"Benzeneethanol, a-methyl-"	"Ethanol, 2-nitro-, propionate (ester)"	2-Octene	1-Pentanol	Propanoic acid	2-Hexanone	"Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester"	"Propanoic acid, 2-methyl-"	"Tricyclo[4.3.1.1(3,8)]undecane-3-carboxylic acid"	"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane"	2-Pentanol	Butanoic acid	"Trisiloxane, octamethyl-"	1-Hexanol	Ethylbenzene	l-Gala-l-ido-octose	"1,3-Cyclopentadiene, 5-(1-methylethylidene)-"	DL-Arabinose	"Acetic acid, pentyl ester"	Heptanal	"Butanoic acid, 3-methyl-"	"Butanoic acid, 2-methyl-"	Styrene	2-Heptanone	"2-Hexanone, 4-methyl-"	2-Trifluoroacetoxydodecane	Tetraacetyl-d-xylonic nitrile	Pentanoic acid	"Propanedioic acid, propyl-"	"1H-Pyrrole, 2,5-dihydro-1-nitroso-"	"Cyclotetrasiloxane, octamethyl-"	Amphetamine	"Benzene, propyl-"	"Benzene, 1-ethyl-3-methyl-"	"Benzene, 1-ethyl-4-methyl-"	"Benzene, 1,2,4-trimethyl-"	"Benzene, 1,2,3-trimethyl-"	"D-erythro-Pentose, 2-deoxy-"	Decane	"9,12,15-Octadecatrienoic acid, 2-[(trimethylsilyl)oxy]-1-[[(trimethylsilyl)oxy]methyl]ethyl ester, (Z,Z,Z)-"	"Benzene, 1-ethyl-2-methyl-"	"a-D-Glucopyranoside, O-a-D-glucopyranosyl-(1.fwdarw.3)-ß-D-fructofuranosyl"	Dimethyl trisulfide	Benzaldehyde	Succindialdehyde	2-Octanone	"Tetrasiloxane, decamethyl-"	Hexanoic acid	D-Limonene	Mesitylene	"Pentanoic acid, heptyl ester"	3-(Prop-2-enoyloxy)dodecane	"1-Hexanethiol, 2-ethyl-"	"Octane, 4-chloro-"	"3,6-Octadecadiynoic acid, methyl ester"	3-tert-Butyl-5-chloro-2-hydroxybenzophenone	Phenol	Pterin-6-carboxylic acid	2-Hexadecanol	"Octadecane, 1-(ethenyloxy)-"	"Octadecane, 6-methyl-"	Benzeneacetaldehyde	"12,15-Octadecadiynoic acid, methyl ester"	Chlorozotocin	"Benzeneacetamide, a-ethyl-"	"Glycine, N-[(phenylmethoxy)carbonyl]-"	"Benzene, 4-ethyl-1,2-dimethyl-"	"Cyclopentasiloxane, decamethyl-"	Acetophenone	?-Chlorobutyrophenone	"Cyclohexene, 1-methyl-4-(1-methylethylidene)-"	Nonanal	Paromomycin	"9-Octadecen-12-ynoic acid, methyl ester"	Arginine	"Phenol, 3-methyl-"	p-Cresol	"L-Serine, O-(phenylmethyl)-"	"Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-"	N-Benzyloxycarbonyl-dl-norleucine	3-Trifluoroacetoxypentadecane	Decanal	Tridemorph	Glycylsarcosine	N e-Carbobenzyloxy-L-lysine	?-Guanidinobutyric acid	4-Cyclopropylcarbonyloxytridecane	"Benzyl alcohol, p-hydroxy-a-[(methylamino)methyl]-"	"Cyclohexasiloxane, dodecamethyl-"	"Isoquinoline, decahydro-"	Undecanal	Indole	"Butanoic acid, 4,4'-dithiobis[2-amino-, (R*,R*)-(±)-"	"Butanoic acid, 4,4'-dithiobis[2-amino-, [S-(R*,R*)]-"	"Carbamic acid, N-[10,11-dihydro-5-(2-methylamino-1-oxoethyl)-3-5H-dibenzo[b,f]azepinyl]-, ethyl ester"	"9-Tetradecen-1-ol, acetate, (E)-"	1-Monolinoleoylglycerol trimethylsilyl ether	Heptacosane	"1H-Indole, 3-methyl-"	"1H-Indole, 7-methyl-"	"1H-Indole, 2-methyl-"	"1,2-Benzisothiazol-3-amine tbdms"	Gentamicin a	"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-"	"4-Methoxycarbonylmethylundec-3-enedioic acid, dimethyl ester"	Butylated Hydroxytoluene	"Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-"	"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-"	10-Octadecenal	"1,4-Bis(trimethylsilyl)benzene"	"Octadecane, 3-ethyl-5-(2-ethylbutyl)-"	Ethyl iso-allocholate	"Cyclotrisiloxane, hexamethyl-"
F0_D0 179_112.txt	3.70E+07	3.28E+08	0	0	1.68E+08	0	4.22E+07	0	5983420	424716	0	0	0	0	0	8.91E+07	7.53E+07	0	0	0	1.08E+07	5551790	0	0	0	0	2501880	0	0	2080620	0	2.43E+07	0	581915	0	0	2150610	0	0	0	8.46E+07	3.84E+08	0	0	0	0	3.24E+07	0	0	0	0	0	2.95E+07	0	1.42E+07	0	0	0	8.30E+07	2.21E+07	0	8974630	0	7448580	0	0	0	0	0	7.95E+07	6.58E+07	0	0	0	3.29E+07	0	0	9.63E+07	0	1.52E+07	5.71E+07	0	0	3.16E+07	0	4.57E+07	0	0	0	9.28E+07	0	4771430	5.40E+07	2.29E+07	0	0	1.54E+08	0	0	3.44E+07	0	5285640	0	3.23E+07	1673630	0	1.20E+07	0	0	0	0	0	0	1.44E+07	7.73E+07	0	6.65E+07	0	1.68E+07	0	0	1.36E+07	2.16E+07	0	0	0	0	0	8365370	0	0	0	0	0	0	1.91E+07	0	0	0	0	0	0	1.44E+07	0	0	0	0	0	0	0	0	0	0	943640	0	0	0	0	0	9.11E+07
F0_D0 183_238.txt	7.96E+07	2.65E+08	4.32E+07	1.89E+08	1.54E+08	5157090	9231240	0	4178890	5004030	0	142011	0	0	1.07E+08	0	1.30E+08	0	0	0	0	0	4.05E+07	0	0	0	5606340	0	2701310	0	4573230	0	0	0	0	0	5326080	0	0	0	2.79E+08	1.21E+07	8657450	5.01E+07	0	0	0	0	0	0	2.51E+07	2.61E+08	0	0	8.68E+07	0	0	0	0	2.52E+07	0	0	0	0	0	0	0	8.79E+07	1.13E+08	0	0	0	0	3511900	1.12E+08	0	0	5.61E+07	0	0	0	0	0	0	2.32E+07	0	0	0	0	0	6.64E+07	4853230	0	9108940	2.23E+08	0	1.04E+07	0	0	0	0	7023710	0	3.39E+07	3548250	9069780	1.89E+07	0	0	0	0	0	6.06E+07	0	4.46E+07	2.54E+07	0	0	1.56E+07	0	2368430	1.24E+07	2.36E+07	0	0	0	0	0	1.17E+07	9042500	0	0	0	5597490	0	2.12E+07	0	0	0	0	0	0	0	0	1.31E+07	0	0	0	0	0	0	0	0	4521930	0	0	1621370	1.05E+07	4100110	3.16E+07
F0_D0 VOC146_67.txt	1.43E+08	2.63E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9512220	0	0	0	0	0	0	0	0	0	0	1.13E+09	0	0	0	0	0	0	0	2.43E+08	0	0	0	0	0	0	0	0	0	1.09E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F0_D11 160_248.txt	5.49E+07	2.65E+08	1.42E+08	2.22E+08	3.74E+08	1088470	9538360	1.17E+08	3609660	1.12E+07	8373980	1631800	0	0	0	2.11E+08	2.30E+08	2.57E+07	1182440	0	0	0	0	1.19E+08	0	0	1.93E+08	1.91E+08	9.94E+07	0	0	0	0	1.52E+08	0	0	0	0	3.14E+07	0	3.09E+08	0	0	0	1.43E+08	2.54E+08	0	0	0	8822120	2.32E+08	2.97E+08	0	0	3.79E+08	0	0	3987590	5.53E+08	0	0	0	0	0	0	0	0	3.10E+08	0	0	0	0	0	2867230	0	1.46E+07	0	1.25E+08	0	0	2.12E+07	0	1.34E+07	1.54E+07	1.33E+07	0	0	0	0	0	2.76E+08	1.57E+07	0	1.71E+07	3.56E+08	0	0	2.39E+07	0	1.06E+07	0	5568870	0	6.46E+07	5396340	0	0	0	0	0	0	0	3.35E+07	0	4.84E+07	3.19E+07	0	0	1.96E+07	0	2955360	3841040	4.46E+08	0	0	0	0	0	1.52E+07	8114900	0	0	0	3.14E+07	6929710	1.55E+07	0	0	1.37E+07	0	0	0	0	0	0	0	0	0	0	0	4102230	0	2.29E+07	1862530	1241190	0	7642630	0	0	1050230
F0_D11 183_209.txt	5.22E+07	2.72E+08	4.30E+07	2.56E+08	1.93E+08	0	0	1.18E+07	0	0	6.44E+07	0	0	0	0	2.35E+08	0	0	0	0	0	0	3.48E+07	0	0	2.24E+07	3.57E+07	4.00E+07	1.53E+08	0	3.84E+07	0	1.69E+07	0	0	0	0	0	1.33E+07	0	3.58E+08	0	2.05E+08	0	3.84E+08	4.35E+07	5.70E+07	0	5.67E+07	8.67E+07	0	0	0	0	5.39E+08	0	0	0	0	0	0	0	0	1.13E+07	0	0	0	3.84E+08	4.27E+08	0	0	1.23E+08	0	4559760	0	0	0	2.36E+08	0	2.44E+07	6.21E+07	0	0	1.56E+08	0	2.42E+07	0	0	0	0	0	0	3.58E+07	4.50E+07	1.41E+09	0	2.41E+07	1.01E+07	0	0	0	3688550	0	8.38E+07	6862380	9709810	0	0	0	1.09E+07	2568220	0	0	0	9.63E+07	4.95E+07	0	0	2.86E+07	0	3191290	1.78E+07	3.53E+08	0	0	0	2.29E+07	0	1.87E+07	9303960	0	0	0	2902580	0	3.59E+07	0	0	3.56E+07	0	0	0	0	0	0	0	1.01E+08	0	0	0	7617210	0	7.01E+07	1747770	0	9335460	3965470	0	0	2.53E+07
F0_D11 VOC 170_52.txt	8.60E+07	2.88E+08	4.24E+07	2.49E+08	2.88E+08	0	7.59E+07	1.25E+07	3955340	0	2.59E+07	0	0	0	0	2.02E+08	1.34E+08	0	0	0	0	0	0	7.84E+07	0	0	1.41E+07	1.28E+07	3.14E+07	0	0	3.11E+07	0	0	0	0	763532	0	9968380	1.61E+07	2.78E+08	8.02E+07	1.00E+08	0	0	0	0	0	2.44E+08	0	0	0	0	0	0	0	0	0	2.87E+08	1.86E+08	0	0	0	0	0	0	0	1.71E+08	0	0	0	0	0	3654340	1.55E+08	0	0	1.89E+08	0	1.31E+07	5.76E+07	0	2.42E+07	0	2.50E+07	2.45E+07	6009040	0	0	0	2.00E+08	3.03E+07	2.49E+07	3.41E+07	0	0	0	7745850	0	0	0	0	0	4.41E+07	5330910	2.01E+07	0	0	0	1.88E+07	1.13E+07	0	1.82E+07	0	7.80E+07	0	4.18E+07	0	4.01E+07	0	7442470	1.44E+07	4.03E+08	0	4.68E+07	0	0	0	2.72E+07	0	0	0	0	0	0	4.11E+07	0	8310160	5.13E+07	0	0	0	0	1.11E+07	4.47E+07	0	0	0	0	0	5365500	0	3.59E+07	0	0	0	0	1.32E+07	7229070	1.28E+08
F0_D11 VOC 180_91.txt	7.91E+07	3.22E+08	2.41E+08	1.12E+08	2.79E+08	0	6.97E+07	2.60E+07	7663380	3123760	4.05E+07	0	0	0	0	1.90E+08	2.02E+08	5.13E+07	0	0	0	0	0	2.20E+08	0	0	3.05E+08	8.37E+07	1.37E+08	0	0	0	0	1606310	0	0	0	0	4.51E+07	0	2.80E+08	1.20E+08	0	0	6.71E+07	5.13E+07	3.21E+07	0	0	5298590	0	1.55E+08	1.23E+08	0	2.49E+08	1.84E+08	0	0	1.03E+09	0	0	0	0	0	0	0	2.64E+07	2.85E+08	0	0	1.03E+08	0	0	2.24E+07	3.72E+08	0	0	2.08E+08	1.52E+07	1.57E+07	4.53E+07	0	2.52E+07	0	3.16E+07	2.35E+07	0	0	0	0	2.35E+08	0	2.63E+07	3.64E+07	1.87E+07	0	0	9550830	0	0	0	0	0	5.63E+07	8254120	1.76E+07	0	0	0	3.12E+07	2296610	0	3.44E+07	0	7.78E+07	4.69E+07	0	0	3.34E+07	0	3.36E+07	0	4.19E+08	0	0	0	0	0	2.41E+07	0	0	0	0	0	0	5.22E+07	0	0	3.01E+07	0	0	0	0	6632220	0	0	0	0	0	0	0	0	6.31E+07	0	0	0	1.39E+07	0	7926430	1.84E+08
F0_D13 158_143.txt	6.45E+07	3.71E+08	1.26E+08	0	2.46E+08	4.50E+07	1.52E+08	0	6596020	0	0	0	0	0	0	0	8.87E+08	0	2.24E+08	0	0	0	2.11E+08	0	0	0	0	0	0	0	0	8.05E+07	0	3972950	0	0	0	0	2.23E+07	0	1.29E+08	6.79E+07	0	7.64E+08	0	0	1.23E+08	0	0	6156890	0	0	7.43E+07	0	0	0	0	2.04E+07	2.67E+08	0	0	1.57E+07	0	1.73E+07	1.52E+07	0	0	6.23E+07	0	1.07E+08	8.46E+07	0	0	0	9.58E+07	0	0	1.97E+08	0	2.97E+07	8.71E+07	0	0	1.78E+08	0	6.91E+07	1.88E+07	0	0	0	0	0	7.67E+07	3.81E+07	0	0	3.82E+07	0	7362530	0	0	1.03E+07	0	0	0	0	0	0	0	0	0	0	0	1.45E+07	9.10E+07	0	0	0	2.04E+07	0	1.43E+07	0	0	1.07E+08	4.10E+07	0	0	1.98E+07	8848610	0	0	0	0	0	0	3.29E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95E+07
F0_D13 171_99.txt	2.30E+08	5.61E+08	0	0	1.94E+08	9701340	2.27E+08	0	2.49E+07	3.64E+08	0	0	0	0	0	0	0	6.58E+07	3.40E+08	0	0	0	1.27E+08	0	0	0	0	0	3.21E+07	0	0	7.24E+07	0	0	0	0	0	0	2.84E+07	0	0	2.47E+08	0	7.60E+08	0	0	0	0	0	1.65E+07	0	0	0	0	1.84E+08	0	0	6.37E+07	0	1.56E+08	0	2.09E+07	0	2.03E+07	0	0	0	1.28E+08	1.52E+08	1.53E+08	0	1.00E+08	0	2852780	1.01E+08	0	0	1.60E+08	0	3.05E+07	9.08E+07	0	0	5.10E+07	0	7.63E+07	0	0	0	0	0	0	7.26E+07	2.39E+07	4.22E+08	0	1.77E+08	0	1.46E+07	0	0	9780120	0	0	4716830	1.07E+07	0	0	0	0	0	0	0	1.77E+07	6.97E+07	0	0	0	2.27E+07	0	5595900	7215510	2.72E+07	0	0	0	0	8271370	0	0	0	0	0	0	0	2.24E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8122570	6111890	0	1453890	0	0	0	0	0	1.20E+08
F0_D13 173_264.txt	6.33E+07	0	3.02E+08	3.75E+07	3.56E+08	0	3.68E+07	5.78E+07	3934920	0	2.91E+07	0	0	0	0	7.58E+07	7.93E+07	7645320	0	0	0	0	8.27E+07	0	0	0	1.44E+08	1.38E+08	1.63E+08	0	2.59E+07	0	0	2.02E+07	0	0	0	0	2.52E+07	0	4.18E+08	0	0	0	8.65E+07	1.88E+08	7.15E+07	0	2.79E+07	0	0	2.65E+07	0	0	5.14E+08	0	0	0	1.49E+09	0	0	0	0	0	0	0	0	4.55E+08	5.92E+08	0	1.37E+07	0	0	4102210	0	701628	0	1.35E+08	5637890	0	3.30E+07	0	0	1.29E+08	1.95E+07	0	8490760	0	0	0	0	0	0	0	4.85E+08	0	1.93E+07	0	0	0	0	7823400	0	4.79E+07	4707510	6595060	0	0	0	0	3915990	0	0	0	4.70E+07	3.16E+07	0	0	1.60E+07	0	0	8037010	2.51E+08	0	1.04E+07	0	0	0	1.31E+07	5277100	0	0	0	6321140	0	1.48E+07	0	0	2.43E+07	0	0	0	0	0	0	0	0	0	0	0	4281650	0	1.46E+07	795687	0	0	1959970	0	0	2.75E+08
F0_D13 174_178.txt	1.46E+08	5.41E+08	3.48E+07	0	1.05E+08	0	0	0	5720060	0	0	2.19E+07	0	0	0	3.23E+07	0	0	0	0	0	0	0	0	0	0	0	0	5924820	788930	0	0	0	5023950	0	0	1614620	0	0	8893660	0	0	0	0	0	0	0	0	3.21E+07	0	0	0	0	0	0	0	0	0	4.86E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604400	0	1.22E+07	6190710	4.68E+07	0	0	0	0	1.44E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2684140	2194160	0	1543670	0	0	0	0	0	0	0	0	0	9736080	0	0	0	0	0	0	0	0	0	0	2586680	0	4591390	0	0	0	0	0	6309790	0	5371520	0	0	0	0	0	752023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39E+08
F0_D13 183 _126.txt	1.02E+08	4.24E+08	1.41E+08	1.65E+08	1.79E+08	0	1.14E+08	1.13E+08	2.97E+07	0	3.27E+07	0	602873	0	0	3.66E+08	2.35E+08	2.57E+07	0	1555230	6.39E+07	0	7.32E+07	0	0	0	1.16E+08	1.01E+08	9.09E+07	0	6.06E+07	0	0	0	0	3871750	0	0	4.85E+07	0	2.43E+08	0	0	0	2.59E+08	4.37E+07	1.02E+08	0	3.71E+08	0	0	0	0	2960350	3.03E+08	0	0	2572620	9.39E+08	0	0	0	3.73E+07	0	0	0	3.99E+07	3.54E+08	0	0	0	1.52E+08	0	2154860	3.68E+08	0	0	1.64E+08	4287660	2.62E+07	7.70E+07	0	0	2.57E+08	4840970	5.77E+07	0	0	0	0	0	0	6.72E+07	0	4.29E+07	0	3.37E+07	0	0	0	0	2.03E+07	0	0	4116520	7584350	7227970	0	0	0	0	0	0	1.27E+07	6.63E+07	0	0	0	6.30E+07	0	2889270	781772	6.22E+07	0	0	0	0	0	3.68E+07	1.55E+07	0	0	0	8911900	0	2.89E+07	0	0	0	0	0	0	4267130	0	1.17E+07	0	0	0	0	0	1.50E+07	0	0	0	0	0	4102250	0	0	9.44E+07
F0_D13 183 _134.txt	8.60E+07	3.28E+08	0	0	6.29E+07	0	3.59E+07	0	7818720	0	0	0	0	0	0	3.32E+08	0	0	0	0	1.32E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312923	0	0	5263210	0	2.61E+08	0	0	0	0	3.74E+07	0	0	0	0	3.92E+07	3.59E+07	0	7471830	0	0	0	7.55E+07	1.79E+07	0	0	0	1.43E+07	0	0	0	0	0	6.01E+07	6.68E+07	0	0	0	2.70E+07	0	2259070	1.10E+08	0	1.60E+07	5.99E+07	0	0	0	0	3.53E+07	6855300	2.34E+07	0	0	0	0	6.85E+07	1.88E+07	0	0	1.39E+08	0	0	0	1.69E+07	3472930	0	8.12E+07	6113630	0	1.25E+07	0	0	0	0	0	0	1.33E+07	6.68E+07	1.15E+08	0	0	0	0	6088180	3268040	1.06E+07	0	0	4814610	0	0	1.31E+07	0	0	0	0	0	0	3.30E+07	0	0	0	0	0	4213970	0	4341800	0	0	0	1.72E+07	0	0	4.85E+07	0	0	1683830	0	0	0	0	0	2.43E+07
F0_D15 171_157.txt	8.62E+07	0	3.61E+08	0	3.96E+08	0	8.53E+07	5.68E+07	2.79E+07	3403830	1.98E+07	0	0	0	0	1.25E+08	1.30E+08	0	0	0	0	0	2.10E+07	0	0	0	5.26E+08	1.15E+08	9.22E+07	0	0	5.52E+07	0	2.28E+07	0	1704370	0	0	2.52E+07	0	2.84E+08	0	1.70E+08	0	2.04E+08	1.25E+07	6.80E+07	0	1.84E+07	0	0	0	6.45E+07	0	0	0	0	0	1.08E+09	0	0	0	0	0	0	0	3.34E+07	3.15E+08	4.63E+08	0	1.44E+08	0	0	5787370	3.94E+08	0	0	2.14E+08	0	2.66E+07	8.46E+07	0	2.30E+08	5.25E+07	2.75E+07	7.72E+07	739666	4.62E+07	0	0	0	0	9.17E+07	5.29E+07	6.50E+07	0	4.86E+07	9987390	0	3.77E+07	0	7396920	0	0	1.04E+07	1.95E+07	0	0	0	1.86E+07	0	0	0	2.80E+07	1.08E+08	0	0	0	5.74E+07	0	1.39E+07	7420610	0	1.03E+08	0	0	0	0	1.89E+07	0	0	0	0	8588120	0	5.02E+07	0	0	0	0	0	0	0	2536130	3.82E+07	0	0	4.67E+07	0	0	0	0	7627450	0	0	0	3095670	0	0	2.72E+08
F0_D15 174_273.txt	5.73E+07	2.69E+08	1.21E+08	4.88E+07	8.56E+07	0	9888520	3.11E+07	3773840	0	0	0	0	0	0	1.60E+08	0	0	1.43E+08	0	0	5772830	0	3.30E+07	0	0	3.13E+07	2.37E+07	4614710	0	7035470	0	0	0	2.82E+07	0	0	0	4295130	0	2.39E+08	3.18E+07	8.76E+07	0	0	0	3.96E+07	0	0	2.62E+07	0	1.43E+08	0	0	0	0	0	0	6.35E+07	4.03E+08	0	0	0	1.67E+07	0	0	2.04E+07	1.04E+08	1.50E+08	0	4.69E+07	0	0	4565250	1.56E+08	0	0	2.23E+08	0	1.41E+07	5.49E+07	0	0	0	1.31E+07	1.99E+07	3843580	0	0	0	3.01E+08	0	3.64E+07	4.16E+07	0	5.80E+07	2.96E+07	0	0	1.32E+07	0	0	0	4.47E+07	6069670	7216180	0	0	0	0	0	7353480	4231330	1.27E+07	8.65E+07	3.85E+07	0	0	3.41E+07	0	3444780	5172860	0	1.16E+08	0	0	0	0	1.48E+07	8588480	0	0	0	6875820	4878250	2.57E+07	0	0	2.90E+07	0	0	0	0	0	1.75E+07	0	0	0	0	1338570	0	0	0	3881340	0	0	2467850	0	0	1.12E+08
F0_D15 180_137.txt	9.33E+07	3.52E+08	5.31E+07	1.82E+08	1.86E+08	9990870	6.11E+07	0	4479320	4680890	5.35E+07	0	0	0	0	1.46E+08	3.34E+08	0	0	0	0	0	0	0	0	0	8.19E+07	0	2.88E+07	0	3.17E+07	0	0	0	0	0	0	0	0	0	4.98E+08	0	0	0	2.21E+08	1.02E+07	5.07E+07	0	1.82E+08	0	0	1.37E+08	0	0	2.45E+08	0	0	0	8.92E+08	0	0	0	1.38E+07	0	0	2.11E+07	0	2.67E+08	0	0	0	1.33E+08	0	0	6.79E+07	0	0	1.90E+08	1.12E+07	2.51E+07	6.95E+07	0	0	3.85E+07	1.26E+07	5.40E+07	1.30E+07	0	0	0	0	5.48E+07	7.03E+07	3.67E+07	4.36E+08	0	1.68E+08	0	0	2.48E+07	1.18E+07	1.97E+07	0	5.36E+07	8004930	0	0	0	0	0	0	0	0	1.62E+07	8.39E+07	0	0	0	3.75E+07	0	0	0	4.16E+07	0	0	0	0	0	1.36E+07	0	0	0	0	0	0	2.97E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92E+07
F0_D15 180_146.txt	6.01E+07	4.49E+08	9.52E+07	0	2.82E+08	1.12E+07	4.42E+07	0	1.40E+07	2313640	2.25E+07	0	0	0	0	1.32E+08	1.34E+08	1.22E+07	0	0	1.48E+07	0	0	0	0	0	2.76E+07	0	1.27E+07	0	6690640	0	0	0	0	0	0	0	6730830	0	4.38E+08	0	0	0	2.12E+08	0	0	0	1.32E+08	0	0	0	0	0	3.62E+08	0	0	0	1.28E+09	0	0	0	0	0	1.53E+07	0	0	4.53E+08	6.29E+08	0	0	0	0	7132030	0	0	0	1.44E+08	0	0	4.60E+07	0	0	0	9580100	2.89E+07	0	0	0	0	0	1.49E+07	3.72E+07	2.17E+07	5.79E+08	0	1.17E+08	2.21E+07	0	0	0	2.85E+07	0	0	7134550	0	1.81E+07	0	0	0	0	0	0	9482610	6.13E+07	0	0	0	4.34E+07	0	0	5463150	0	1.78E+08	2.77E+07	0	0	0	1.53E+07	0	0	0	1.00E+07	0	5626370	2.14E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E+07	0	0	5.47E+07
F0_D15 VOC 158_86.txt	1.80E+08	0	1.35E+08	2.02E+08	0	0	0	0	1414140	7526040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81E+07	0	0	0	0	2.34E+07	0	0	4.98E+07	0	0	5.34E+08	0	1.68E+07	5.83E+07	0	0	0	9.40E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6258940	4.35E+08	0	0	0	0	0	0	0	0	0	0	0	753757	0	1.09E+07	0	0	0	0	0	1.13E+09	0	0	0	0	0	0	0	0	0	1.79E+07	2.23E+07	0	0	0	0	0	0	0	0	0	5.85E+07	0	0	0	0	0	0	1.86E+09	1.89E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E+08	0	0	0	0	0	3.04E+07	0	0	0	0	0	3427240	0	6.19E+07	0	0	0	0	0	1.87E+07	7.75E+07
F0_D18 147_276.txt	6.99E+07	3.09E+08	8.12E+07	2.18E+08	2.36E+08	5609530	2.00E+07	1.47E+07	0	0	3.18E+07	0	0	0	0	7.11E+07	9.37E+07	1.34E+07	0	0	0	0	6.06E+07	0	0	0	0	0	4.48E+07	0	5092260	0	0	0	0	0	451783	0	4025890	0	4.83E+08	0	0	0	3.74E+07	2.18E+07	0	0	1576510	0	0	6.49E+08	0	0	1.31E+08	0	0	0	5.53E+08	0	0	0	0	0	4654810	0	0	1.84E+08	1.87E+08	0	0	0	0	4787460	3.57E+07	0	0	5.98E+07	0	0	0	0	0	4.04E+07	5602090	0	1713620	0	0	0	0	3.08E+07	0	8165240	2.92E+07	0	0	2.10E+07	0	0	0	0	0	4.25E+07	9690770	0	0	0	0	0	0	0	0	0	2.78E+07	2.66E+07	0	0	1.60E+07	0	0	3274300	0	8.09E+07	1.61E+07	0	0	0	1.12E+07	7354390	0	0	0	0	0	2.09E+07	0	0	2.16E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92E+07	2780710	0	0	1700390	0	0	3.05E+07
